mount	product	tree	path	url	slug	branch	elsewhere
sources-layered-ocp4.15	loki-operator	loki-rhel9-operator-47b68ee3de04	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.15	mta-operator	mta-cli-86aee21ca10d	hack/build/windup-rulesets	https://github.com/windup/windup-rulesets	windup/windup-rulesets		
sources-layered-ocp4.15	mta-operator	mta-go-external-provider-522dfea48b9e	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.15	mta-operator	mta-hub-23c91e53a26a	hack/build/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.15	mta-operator	mta-java-external-provider-55b6374c9e47	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.15	mta-operator	mta-nodejs-external-provider-fecd932a3171	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.15	mta-operator	mta-python-external-provider-8621c3773ce4	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.15	netobserv-operator	logging-loki-4ef03f55999a	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.15	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	custom-metrics-autoscaler-operator	https://github.com/openshift/custom-metrics-autoscaler-operator	openshift/custom-metrics-autoscaler-operator		sources-ocp4.15-operators:by-repo/custom-metrics-autoscaler-operator
sources-layered-ocp4.15	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	kedacore-http-add-on	https://github.com/openshift/kedacore-http-add-on	openshift/kedacore-http-add-on		
sources-layered-ocp4.15	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	kedacore-keda	https://github.com/openshift/kedacore-keda	openshift/kedacore-keda		
sources-layered-ocp4.15	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/controller-tools	https://github.com/kubernetes-sigs/controller-tools.git	kubernetes-sigs/controller-tools		
sources-layered-ocp4.15	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/mock	https://github.com/uber-go/mock	uber-go/mock		
sources-layered-ocp4.15	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/protobuf	https://github.com/protocolbuffers/protobuf.git	protocolbuffers/protobuf		
sources-layered-ocp4.15	openshift-pipelines-operator-rh	pipelines-resolvers-9a4dea14ae64	dependencies/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.15	openshift-pipelines-operator-rh	pipelines-webhook-9a4dea14ae64	dependencies/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.15	service-telemetry-operator	service-telemetry-rhel8-operator-a5e1a783794b	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.15	smart-gateway-operator	smart-gateway-rhel8-operator-8f588d5f3ea6	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.16	acm	multicluster-operators-subscription-64f24c6376ef	external/helm	https://github.com/helm/helm	helm/helm	v3.21.0	
sources-layered-ocp4.16	ansible-cloud-addons-operator	aap-cloud-billing-rhel8-operator-cd72f06507c3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.16	ansible-cloud-addons-operator	aap-cloud-ui-rhel8-operator-4ea578227267	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.16	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.16:by-repo/client
sources-layered-ocp4.16	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.16:by-repo/operator
sources-layered-ocp4.16	cluster-observability-operator	obo-prometheus-operator-admission-webhook-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.16:by-repo/client
sources-layered-ocp4.16	cluster-observability-operator	obo-prometheus-operator-admission-webhook-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.16:by-repo/operator
sources-layered-ocp4.16	cluster-observability-operator	obo-prometheus-operator-prometheus-config-reloader-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.16:by-repo/client
sources-layered-ocp4.16	cluster-observability-operator	obo-prometheus-operator-prometheus-config-reloader-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.16:by-repo/operator
sources-layered-ocp4.16	cluster-observability-operator	prometheus-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.16:by-repo/client
sources-layered-ocp4.16	cluster-observability-operator	prometheus-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.16:by-repo/operator
sources-layered-ocp4.16	loki-operator	logging-loki-c0d6d0ce4d9b	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.16	loki-operator	loki-rhel9-operator-053ce6704994	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.16	mta-operator	mta-cli-86aee21ca10d	hack/build/windup-rulesets	https://github.com/windup/windup-rulesets	windup/windup-rulesets		
sources-layered-ocp4.16	mta-operator	mta-go-external-provider-522dfea48b9e	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.16	mta-operator	mta-hub-23c91e53a26a	hack/build/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.16	mta-operator	mta-java-external-provider-55b6374c9e47	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.16	mta-operator	mta-nodejs-external-provider-fecd932a3171	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.16	mta-operator	mta-python-external-provider-8621c3773ce4	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.16	netobserv-operator	logging-loki-4ef03f55999a	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.16	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	custom-metrics-autoscaler-operator	https://github.com/openshift/custom-metrics-autoscaler-operator	openshift/custom-metrics-autoscaler-operator		sources-ocp4.16-operators:by-repo/custom-metrics-autoscaler-operator
sources-layered-ocp4.16	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	kedacore-http-add-on	https://github.com/openshift/kedacore-http-add-on	openshift/kedacore-http-add-on		
sources-layered-ocp4.16	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	kedacore-keda	https://github.com/openshift/kedacore-keda	openshift/kedacore-keda		
sources-layered-ocp4.16	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	tools/controller-tools	https://github.com/kubernetes-sigs/controller-tools.git	kubernetes-sigs/controller-tools		
sources-layered-ocp4.16	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	tools/mock	https://github.com/uber-go/mock	uber-go/mock		
sources-layered-ocp4.16	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	tools/protobuf	https://github.com/protocolbuffers/protobuf.git	protocolbuffers/protobuf		
sources-layered-ocp4.16	openshift-pipelines-operator-rh	pipelines-resolvers-b7c05dd57af2	dependencies/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.16	policy-controller-operator	policy-controller-rhel9-operator-f60ef2ad6dd3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.16	skupper-netobs-operator	skupper-network-observer-rhel9-operator-ebd9b5ae4dd0	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.16	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-precache-a18da0500a1a	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.16	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-recovery-a18da0500a1a	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.17	acm	multicluster-operators-subscription-82e743ab2258	external/helm	https://github.com/helm/helm	helm/helm	v3.21.0	
sources-layered-ocp4.17	ansible-cloud-addons-operator	aap-cloud-billing-rhel8-operator-cd72f06507c3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.17	ansible-cloud-addons-operator	aap-cloud-ui-rhel8-operator-4ea578227267	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.17	cluster-observability-operator	alertmanager-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.17:by-repo/client
sources-layered-ocp4.17	cluster-observability-operator	alertmanager-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.17:by-repo/operator
sources-layered-ocp4.17	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.17:by-repo/client
sources-layered-ocp4.17	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.17:by-repo/operator
sources-layered-ocp4.17	cluster-observability-operator	obo-prometheus-operator-admission-webhook-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.17:by-repo/client
sources-layered-ocp4.17	cluster-observability-operator	obo-prometheus-operator-admission-webhook-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.17:by-repo/operator
sources-layered-ocp4.17	cluster-observability-operator	obo-prometheus-operator-prometheus-config-reloader-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.17:by-repo/client
sources-layered-ocp4.17	cluster-observability-operator	obo-prometheus-operator-prometheus-config-reloader-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.17:by-repo/operator
sources-layered-ocp4.17	cluster-observability-operator	prometheus-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.17:by-repo/client
sources-layered-ocp4.17	cluster-observability-operator	prometheus-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.17:by-repo/operator
sources-layered-ocp4.17	loki-operator	logging-loki-72b20b0e4d07	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.17	loki-operator	loki-rhel9-operator-34450bf62128	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.17	mta-operator	mta-cli-86aee21ca10d	hack/build/windup-rulesets	https://github.com/windup/windup-rulesets	windup/windup-rulesets		
sources-layered-ocp4.17	mta-operator	mta-go-external-provider-522dfea48b9e	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.17	mta-operator	mta-hub-23c91e53a26a	hack/build/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.17	mta-operator	mta-java-external-provider-55b6374c9e47	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.17	mta-operator	mta-nodejs-external-provider-fecd932a3171	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.17	mta-operator	mta-python-external-provider-8621c3773ce4	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.17	netobserv-operator	logging-loki-4ef03f55999a	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.17	openshift-cert-manager-operator	cert-manager-operator-6b143f86553c	cert-manager	https://github.com/openshift/jetstack-cert-manager.git	openshift/jetstack-cert-manager		
sources-layered-ocp4.17	openshift-cert-manager-operator	cert-manager-operator-6b143f86553c	cert-manager-istio-csr	https://github.com/openshift/cert-manager-istio-csr	openshift/cert-manager-istio-csr		
sources-layered-ocp4.17	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	custom-metrics-autoscaler-operator	https://github.com/openshift/custom-metrics-autoscaler-operator	openshift/custom-metrics-autoscaler-operator		sources-ocp4.17-operators:by-repo/custom-metrics-autoscaler-operator
sources-layered-ocp4.17	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	kedacore-http-add-on	https://github.com/openshift/kedacore-http-add-on	openshift/kedacore-http-add-on		
sources-layered-ocp4.17	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	kedacore-keda	https://github.com/openshift/kedacore-keda	openshift/kedacore-keda		
sources-layered-ocp4.17	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	tools/controller-tools	https://github.com/kubernetes-sigs/controller-tools.git	kubernetes-sigs/controller-tools		
sources-layered-ocp4.17	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	tools/mock	https://github.com/uber-go/mock	uber-go/mock		
sources-layered-ocp4.17	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-interceptor-2cfe7769c737	tools/protobuf	https://github.com/protocolbuffers/protobuf.git	protocolbuffers/protobuf		
sources-layered-ocp4.17	openshift-pipelines-operator-rh	pipelines-controller-9801e9e635de	dependencies/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.17	policy-controller-operator	policy-controller-rhel9-operator-f60ef2ad6dd3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.17	skupper-netobs-operator	skupper-network-observer-rhel9-operator-ebd9b5ae4dd0	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.17	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-aztp-3093ac5985fb	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.17	topology-aware-lifecycle-manager	topology-aware-lifecycle-manager-rhel9-operator-3093ac5985fb	telco5g-konflux	https://github.com/openshift-kni/telco5g-konflux.git	openshift-kni/telco5g-konflux		
sources-layered-ocp4.18	acm	multicluster-operators-subscription-b93662307aec	external/helm	https://github.com/helm/helm	helm/helm	v3.21.0	
sources-layered-ocp4.18	ansible-cloud-addons-operator	aap-cloud-billing-rhel8-operator-cd72f06507c3	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.18	ansible-cloud-addons-operator	aap-cloud-ui-rhel8-operator-4ea578227267	website/themes/docsy	https://github.com/asmacdo/docsy.git	asmacdo/docsy		
sources-layered-ocp4.18	cluster-observability-operator	alertmanager-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.18:by-repo/client
sources-layered-ocp4.18	cluster-observability-operator	alertmanager-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.18:by-repo/operator
sources-layered-ocp4.18	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.18:by-repo/client
sources-layered-ocp4.18	cluster-observability-operator	cluster-observability-rhel9-operator-179b87de3d04/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.18:by-repo/operator
sources-layered-ocp4.18	cluster-observability-operator	prometheus-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.18:by-repo/client
sources-layered-ocp4.18	cluster-observability-operator	prometheus-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.18:by-repo/operator
sources-layered-ocp4.18	cluster-observability-operator	thanos-0dc9ab7b559f/korrel8r	client	git@github.com:korrel8r/client.git	korrel8r/client		sources-layered-ocp4.18:by-repo/client
sources-layered-ocp4.18	cluster-observability-operator	thanos-0dc9ab7b559f/korrel8r	operator	git@github.com:alanconway/operator.git	alanconway/operator		sources-layered-ocp4.18:by-repo/operator
sources-layered-ocp4.18	dpu-operator	ose-dpu-daemon-e12c0e05180d	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.18	dpu-operator	ose-dpu-daemon-e12c0e05180d	ocp-traffic-flow-tests	https://github.com/wizhaoredhat/ocp-traffic-flow-tests.git	wizhaoredhat/ocp-traffic-flow-tests		
sources-layered-ocp4.18	dpu-operator	ose-dpu-rhel9-operator-63c59ee86687	cluster-deployment-automation	https://github.com/bn222/cluster-deployment-automation	bn222/cluster-deployment-automation		
sources-layered-ocp4.18	dpu-operator	ose-dpu-rhel9-operator-63c59ee86687	ocp-traffic-flow-tests	https://github.com/wizhaoredhat/ocp-traffic-flow-tests.git	wizhaoredhat/ocp-traffic-flow-tests		
sources-layered-ocp4.18	loki-operator	logging-loki-a9d77df83680	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.18	loki-operator	loki-rhel9-operator-bc29e774cd3d	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.18	mta-operator	mta-cli-86aee21ca10d	hack/build/windup-rulesets	https://github.com/windup/windup-rulesets	windup/windup-rulesets		
sources-layered-ocp4.18	mta-operator	mta-go-external-provider-522dfea48b9e	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.18	mta-operator	mta-hub-23c91e53a26a	hack/build/tini	https://github.com/krallin/tini.git	krallin/tini		
sources-layered-ocp4.18	mta-operator	mta-java-external-provider-55b6374c9e47	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.18	mta-operator	mta-nodejs-external-provider-fecd932a3171	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.18	mta-operator	mta-python-external-provider-8621c3773ce4	hack/build/tools	https://github.com/golang/tools	golang/tools		
sources-layered-ocp4.18	netobserv-operator	logging-loki-4ef03f55999a	operator/website/themes/doks	https://github.com/h-enk/doks.git	h-enk/doks		
sources-layered-ocp4.18	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	custom-metrics-autoscaler-operator	https://github.com/openshift/custom-metrics-autoscaler-operator	openshift/custom-metrics-autoscaler-operator		sources-ocp4.18-operators:by-repo/custom-metrics-autoscaler-operator
sources-layered-ocp4.18	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	kedacore-http-add-on	https://github.com/openshift/kedacore-http-add-on	openshift/kedacore-http-add-on		
sources-layered-ocp4.18	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	kedacore-keda	https://github.com/openshift/kedacore-keda	openshift/kedacore-keda		
sources-layered-ocp4.18	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/controller-tools	https://github.com/kubernetes-sigs/controller-tools.git	kubernetes-sigs/controller-tools		
sources-layered-ocp4.18	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/mock	https://github.com/uber-go/mock	uber-go/mock		
sources-layered-ocp4.18	openshift-custom-metrics-autoscaler-operator	custom-metrics-autoscaler-http-add-on-operator-2cfe7769c737	tools/protobuf	https://github.com/protocolbuffers/protobuf.git	protocolbuffers/protobuf		
